Dept Code,Dept Name,Function,Sub-function,Programme group code,Programme group name,ID or Non-ID,CAP or CUR,Sector,NUTS 1 region,1999-00,2000-01,2001-02,2002-03,2003-04,2004-05
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_North East,367.8,382.7,388.6,395.6,397.9,406.6
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_North West,1011.9,1058.2,1074.5,1096.5,1106.9,1131.1
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,720,757.8,770.6,788.9,798.5,816
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_East Midlands,591.2,625.1,639.8,657.5,667.7,682.3
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_West Midlands,782,819.9,835.8,855.8,868,887
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_South West,662.1,696.8,710.7,730.7,742.3,758.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_Eastern,755.9,794.3,815.8,840,855.1,873.8
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_London,1009.7,1080.6,1095.4,1127.6,1151.3,1176.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,ENGLAND_South East,1113.4,1173.6,1198.6,1230.7,1250.6,1277.9
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280117,Child Benefit,ID,CUR,CG,OUTSIDE UK,12.6,12.6,12.1,11.7,14.5,14.8
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_London,0,0,8.72,31.69,35.85,35.85
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_South East,0,0,8.32,29.73,34.39,34.39
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_North West,0,0,5.41,19.35,22.57,22.57
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_Eastern,0,0,5.31,19.01,22.04,22.04
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,SCOTLAND,0,0,4.34,15.53,18.01,18.01
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_West Midlands,0,0,4.32,15.35,17.88,17.88
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_South West,0,0,4.15,14.88,17.38,17.38
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,3.93,14.14,16.47,16.47
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_East Midlands,0,0,3.42,12.17,14.26,14.26
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,WALES,0,0,2.05,7.34,8.58,8.58
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,ENGLAND_North East,0,0,1.81,6.43,7.48,7.48
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,NORTHERN IRELAND,0,0,1.22,4.37,5.11,5.11
41,Inland Revenue      ,Science and technology,Science and technology,280115,Small cos R&D - payable,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_London,0,0,6.42,0,1.14,5.05
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_South East,0,0,6.12,0,1.09,4.85
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_North West,0,0,3.98,0,0.72,3.18
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_Eastern,0,0,3.91,0,0.7,3.11
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,SCOTLAND,0,0,3.2,0,0.57,2.54
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_West Midlands,0,0,3.18,0,0.57,2.52
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_South West,0,0,3.05,0,0.55,2.45
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,2.89,0,0.52,2.32
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_East Midlands,0,0,2.51,0,0.45,2.01
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,WALES,0,0,1.51,0,0.27,1.21
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,ENGLAND_North East,0,0,1.33,0,0.24,1.05
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,NORTHERN IRELAND,0,0,0.9,0,0.16,0.72
41,Inland Revenue      ,Environment protection,Environmental protection,280114,Contaminated land - payable,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,SCOTLAND,2,2.07,0.26,0.06,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,WALES,0.93,0.97,0.12,0.03,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,NORTHERN IRELAND,0.55,0.58,0.07,0.02,0,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_North East,0.83,0.85,0.11,0.02,0,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_North West,2.46,2.55,0.33,0.07,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,1.79,1.85,0.24,0.05,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_East Midlands,1.56,1.61,0.21,0.04,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_West Midlands,1.98,2.05,0.26,0.05,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_South West,1.86,1.94,0.25,0.05,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_Eastern,2.36,2.49,0.32,0.07,0.01,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_London,3.96,4.12,0.53,0.11,0.02,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,ENGLAND_South East,3.73,3.91,0.5,0.11,0.02,0
41,Inland Revenue      ,Education and traininng,Training,280109,PE VTR,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,SCOTLAND,1.8,1.2,1.5,1.2,1.4,0.9
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,WALES,0.8,0.6,0.7,0.6,0.6,0.4
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,NORTHERN IRELAND,0.5,0.3,0.4,0.3,0.4,0.3
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_North East,0.7,0.5,0.6,0.5,0.6,0.4
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_North West,2.2,1.5,1.9,1.5,1.7,1.1
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,1.6,1.1,1.4,1.1,1.2,0.8
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_East Midlands,1.4,1,1.2,0.9,1.1,0.7
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_West Midlands,1.7,1.2,1.5,1.2,1.3,0.9
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_South West,1.6,1.2,1.5,1.2,1.3,0.9
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_Eastern,2.1,1.5,1.9,1.5,1.7,1.1
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_London,3.5,2.5,3.1,2.5,2.7,1.8
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,ENGLAND_South East,3.3,2.3,3,2.3,2.6,1.7
41,Inland Revenue      ,Social protection,Administration and miscellaneous services,280108,PE LAPRAS,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,SCOTLAND,8.2,0.3,0.2,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,WALES,3.8,0.2,0.1,0.1,0.1,0
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,NORTHERN IRELAND,2.3,0.1,0.1,0.1,0,0
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_North East,3.4,0.1,0.1,0.1,0,0
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_North West,10.1,0.4,0.3,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,7.3,0.3,0.2,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_East Midlands,6.3,0.3,0.2,0.1,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_West Midlands,8.1,0.3,0.2,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_South West,7.6,0.3,0.2,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_Eastern,9.6,0.4,0.3,0.2,0.1,0.1
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_London,16.2,0.7,0.5,0.4,0.2,0.2
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,ENGLAND_South East,15.2,0.6,0.5,0.4,0.2,0.2
41,Inland Revenue      ,Social protection,Housing benefits,280107,PE MIRAS,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,SCOTLAND,0,0,0,0,833.5,936.6
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,WALES,0,0,0,0,541.9,605.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,346.5,383.8
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_North East,0,0,0,0,487.1,548.4
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_North West,0,0,0,0,1272.2,1435.4
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0,948.3,1055.4
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_East Midlands,0,0,0,0,729.8,809.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_West Midlands,0,0,0,0,949.6,1083.7
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_South West,0,0,0,0,779.1,848.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_Eastern,0,0,0,0,743.3,843.8
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_London,0,0,0,0,923.6,1266
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,ENGLAND_South East,0,0,0,0,997.8,1127.9
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280105,New Tax Credits - Spending component,ID,CUR,CG,OUTSIDE UK,0,0,0,0,12.2,13.5
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,SCOTLAND,0,0,5.1,7.5,8.1,8.8
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,WALES,0,0,2.1,3,3.2,3.5
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,NORTHERN IRELAND,0,0,0.5,0.8,0.8,0.9
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_North East,0,0,2.6,3.8,4,4.4
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_North West,0,0,5.7,8.3,8.9,9.6
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,5.1,7.5,8.1,8.8
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_East Midlands,0,0,4.1,6,6.5,7
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_West Midlands,0,0,4.6,6.8,7.3,7.9
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_South West,0,0,4.6,6.8,7.3,7.9
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_Eastern,0,0,5.7,8.3,8.9,9.6
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_London,0,0,5.7,8.3,8.9,9.6
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,ENGLAND_South East,0,0,8.2,12,13,14
41,Inland Revenue      ,Social protection,State pensions,280104,Stakeholder Pensions,ID,CUR,CG,OUTSIDE UK,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_London,50.25,41,35.27,21.96,12.86,3.75
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_South East,30.15,24.6,21.16,13.17,7.71,2.25
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_West Midlands,20.1,16.4,14.11,8.78,5.14,1.5
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_South West,20.1,16.4,14.11,8.78,5.14,1.5
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_North West,18.09,14.76,12.7,7.9,4.63,1.35
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_Eastern,16.08,13.12,11.29,7.03,4.11,1.2
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,14.07,11.48,9.88,6.15,3.6,1.05
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,SCOTLAND,10.05,8.2,7.05,4.39,2.57,0.75
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_East Midlands,10.05,8.2,7.05,4.39,2.57,0.75
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,ENGLAND_North East,6.03,4.92,4.23,2.63,1.54,0.45
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,WALES,4.02,3.28,2.82,1.76,1.03,0.3
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,NORTHERN IRELAND,2.01,1.64,1.41,0.88,0.51,0.15
41,Inland Revenue      ,General public services,Public and common services,280103,Charities transitional relief,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,SCOTLAND,,,,-17.3,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,WALES,,,,-11.3,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,NORTHERN IRELAND,,,,-7.3,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_North East,,,,-10.7,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_North West,,,,-27.7,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,,,,-20.9,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_East Midlands,,,,-14.9,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_West Midlands,,,,-19.6,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_South West,,,,-15.2,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_Eastern,,,,-13,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_London,,,,-14.8,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,ENGLAND_South East,,,,-17.4,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280102,WFTC/DPTC withheld (accrls adjustment) V4401,ID,CUR,CG,OUTSIDE UK,,,,,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,SCOTLAND,86.4,339.8,451.4,531.1,6.5
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,WALES,54.8,218.8,293.6,345.7,4.2
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,NORTHERN IRELAND,35.3,140.5,188.4,223.5,2.7
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_North East,53.5,212.2,283.7,327.8,4
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_North West,135.8,542,728.8,850.7,10.4
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_Yorkshire & Humberside,102.5,409.7,552.8,643,7.8
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_East Midlands,72.6,292,387.8,456.1,5.6
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_West Midlands,96.6,378.1,512,601,7.3
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_South West,72.1,291.5,398.5,467.1,5.7
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_Eastern,60,245.3,335.9,399.7,4.9
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_London,71.8,287.1,383.8,452.9,5.5,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,ENGLAND_South East,82.6,338,452.4,535.3,6.5,
41,Inland Revenue      ,Social protection,"Family benefits, income support and tax credits",280101,WFTC/DPTC V0967 (ONS id: LIBJ),ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,General public services,Public and common services,140600,Rates on government property,Non-ID,CUR,CG,NOT IDENTIFIABLE,30,21,26,27,31,34
41,Inland Revenue      ,General public services,Public and common services,130221,NIF: admin payable to other government departments,Non-ID,CUR,CG,NOT IDENTIFIABLE,325,338,361,341,340,331
41,Inland Revenue      ,General public services,Public and common services,130211,Inland Revenue: Valuation Office,Non-ID,CUR,CG,NOT IDENTIFIABLE,-8,-16,-17,-18,-15,-7
41,Inland Revenue      ,General public services,Public and common services,130211,Inland Revenue: Valuation Office,Non-ID,CAP,CG,NOT IDENTIFIABLE,5,5,6,9,13,12
41,Inland Revenue      ,General public services,Public and common services,130204,Retained PES - WTFC,Non-ID,CUR,CG,NOT IDENTIFIABLE, , , , , , 
41,Inland Revenue      ,General public services,Public and common services,130204,Retained PES - WTFC,Non-ID,CAP,CG,NOT IDENTIFIABLE, , , , , , 
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_London,0,0,1.85,2.02,2.25,1.25
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_South East,0,0,1.11,1.21,1.35,0.75
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_West Midlands,0,0,0.74,0.81,0.9,0.5
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_South West,0,0,0.74,0.81,0.9,0.5
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_North West,0,0,0.67,0.73,0.81,0.45
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_Eastern,0,0,0.59,0.65,0.72,0.4
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0.52,0.57,0.63,0.35
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,SCOTLAND,0,0,0.37,0.4,0.45,0.25
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_East Midlands,0,0,0.37,0.4,0.45,0.25
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,ENGLAND_North East,0,0,0.22,0.24,0.27,0.15
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,WALES,0,0,0.15,0.16,0.18,0.1
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,NORTHERN IRELAND,0,0,0.07,0.08,0.09,0.05
41,Inland Revenue      ,General public services,Public and common services,130202,Economic and Financial administration,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,Non-ID,CUR,CG,NOT IDENTIFIABLE,1683,1838,1964,2164,2470,2565
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,SCOTLAND,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,WALES,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,NORTHERN IRELAND,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_North East,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_North West,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_Yorkshire & Humberside,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_East Midlands,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_West Midlands,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_South West,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_Eastern,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_London,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,ENGLAND_South East,0,0,0,0,0,0
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,ID,CUR,CG,OUTSIDE UK,,,,,,
41,Inland Revenue      ,General public services,Public and common services,130201,Tax and rate collection,Non-ID,CAP,CG,NOT IDENTIFIABLE,113,-162,146,146,163,264
